Word	OCR variants
qaa	hjaa, iaa, ilaa, imaa, qaae, qaia, qani, qia, unaa, xaa
giv	givo
rcs	arcs, nncs, pvcs, vcs
lace	laces
disagreement	disagreements
arker	aarker, arked, arkers, narker
nuance	nuances
WS	EWS, JKS, LWS, OCS, WL, WW, WX, WY
2â	2ga, 2ip, 2j, 2ko, 2no, 2q, 2su, 2t, ceâ, cfâ, hvâ, iiâ, ivâ, lpâ, plâ, pnâ, rrâ, scâ, sgâ, ssâ, uuâ, xxâ
allah	wallah
roro	horo
PARAGRAPH	PARAGRAPHS
dizi	dizu
nuna	nuga, nula, nunat, nura, nuta, nuwa, wuna
whoâ	whomâ, whyâ
mij	jij, kij, mej, miin, mijn, wij, zij
20a	20b
LONG	ALONG, BLONG
18a	18b, 18c
quo	quae, quam, quem, quia, quis, quod, quos
ift	cft, eft, fft, ftft, hft, iffi, ifh, ifr, ijt, jft, qft, rft, sft, tft, wft
clarification	clarifications
nö	akö, amö, bö, imö, jö, kö, lö, mö, ngö, nsö, ntö, nwo, nyö, pö, rö, shö, sö, tö, vö, yö
wam	waf, waij, wap, warj, warl, wum
rus	kaus, ruji, rusi
ascribed	ascribes
occuring	occuning
19a	19b, 19c
smoked	smokes
epic	epics
tham	thang, thum
advp	adjp, advl, advm, advt
reanalyzed	reanalysed
prototype	prototypes
tke	thle, tiie, tjie, tken, tlae, tloe, tlre, tlze, tthe
tima	rima, timu
tank	tanks
1MIN	IMIN
fea	aea, bea, crea, fua, rnea
mew	miaw, pew
pudding	puddings
peo	pec, peop, peyo, plo, poho
dekh	dekha, dekhe, dekho, dikh
fromâ	frontâ
pasture	pastures
mya	dzya, fya, jya, khya, mfa, mha, mkha, mye, myo, myu, ngya, thya
nhe	alhe, ntye
philip	phillip
causativized	causativised
lane	lanes
doll	dolls
floc	flloc
POST	POSTP
pied	piped
SPR	APPR, SPE
lsa	lse, lsgn, lsgo, lsio, lsn, lsps, lsub
equated	equates
suo	huo, juo, muo, puo, suor, sute
roar	roars, soar
bubu	bambu, bobu, bumbu, bupu, busu, buyu, gubu
imitation	imitations
nus	nuan, yus
wena	anena, eena, uena, wene, weni, weta, wona, yena
pillar	pillars
ngarra	ngarri, ngarru
concentrated	concentrates
outward	outwards
kç	bç, cç, dzç, dç, gç, hç, jç, kkç, lç, mbç, mç, ndç, ngç, nç, pç, rç, sç, tç, vç, wç, yç, zç
bajau	bajaw
xvii	xlii, xliii, xlvii, xviii, xxii, xxiii, xxvii, xxxii
0a	0b, 0c, 0d, 0in, 0j, 0k, 0o, 0q, 0r, 0t, 0u, 0w
cooccurrence	cooccurrences, eooccurrence
toki	byoki, tokei
junior	juniors
restaurant	restaurants
mni	jnni, lini, lnni, mmi, mri, msi, sni, tni, yni
residue	residual
qana	qani, qasia, qena
xr	jdr, jpr, lgr, mqr, qsr, rdr, rfr, tfr, tsr, tvr, xbv, xc, xf, xk, xm, xnt, xov, xp, xrj, xtv, xy, ytr
praying	praising
zua	azua, izua, tjua, zuua
tomo	itomo
mop	bbop, bop, cuop, dop, hxop, jop, mgep, mup, ngop, nyop, qop, sop
dika	dikar
invitation	invitations
nth	dth, hth, mth, ndh, nhdh, nhth, nkh, ntl, tth
causativization	causativisation
hose	hese, vhose
cult	cults
ttl	ftl, htl, jtl, rtl, tfl, tlll, tltl, tnl, trl, ttf, ttj, ttn, ttrr, ttt, utl
ina1ien	inalien
sse	sses, ssiv, sso, ssox, stle, stre
chez	chef
shrimp	shrimps
HEC	KEC
lish	glish
robe	robes
awan	atan, awag, awal, ayan, tawan
halo	salo
nyaa	ndaa, njaa
OUT	CUT
chant	chants
awl	awg, aws
lij	fij, liil, lilj, ljj, uij
chumash	cbumash
obs	obst
CAR	WAR
girlâ	girlsâ
hing	aying, bing, ging, heng, iing, uing
ahom	phom
elevation	elevations
reign	reigns
IDF	IDP
wili	wiji, wini, yili
NCM	NCP, NNOM
gugu	guugu, qugu
thaa	thah, thay, thvaa
INCI	INCD
boyâ	babyâ, boysâ
w1	h1, in1, ll1, q1, th1, wll, y1
tial	ntial
shaft	shafts
tewa	tiwa
DUP	RDUP
pic	olic, pac, pec, phc, pib, piil, pip, puc, slic, thic
balay	baeay, bahay, baley, baybay, gbalay
convert	converts
está	estou, estoy
UW	HDW, UH, UO, UX
nameâ	namesâ
willow	willows
nala	nali, nalu, nanta
NOMLZR	NOMLZN
encyclopedia	encyclopaedia
IRU	IRXU
atin	aniin, anin, arin, atim, atis, entin
riddle	riddles
baja	baji, balka, waja
vala	avala, bhala, vaata, vaga
lani	lango
stan	rstan
rav	raf, rafi, rafl, rajt, rapt, rast
tempo	tempos
cfi	acfi, cfa, cfe, cfii, cfo, cfu, kfi, mfi
alteration	alterations
proceeds	proceeded
esu	eeku, eku, esii
package	packages
scribe	scribes
itti	ittim, katti, kutti
performative	performatives
hood	brood, hoof
turk	tiirk, turki, turks
blossom	blossoms
dhe	dho, dhra, dhym, dme, dre, edhe, uthe
keh	heeh, kec, keer, kew, khoh, kich, klah, koah, peh, seh
verbalized	verbalised
komba	biomba, yomba
skul	iskul, sikul, skuul, sukul
teo	taho, tehe, tehu
khong	khang, khdng, khflng, khsng, phong
ques	quest
didinga	oidinga
rita	amita
lowing	llowing, towing
yari	yabi, yagi, yaru, yayi
dapa	dapat, dapo
DY	ACY
satellite	satellites
mangrove	mangroves
interpreter	interpreters
watu	hatu, vatu, wato
panh	pinh
INAL	INALN
sandal	sandals
misa	marsa, mica, misan, misi, missa
wand	iwand, wande, wanum
langu	langua, lingu
fixes	ffixes
saga	sagal, sagat, singa
jir	itir, jiir, jiit, jiz, jlr, kiir, qir, xir, zir
WV	KLV, SHV, WRR, YV
pasi	pesi
2m	2cp, 2f, 2fi, 2fp, 2fs, 2g, 2ha, 2mp, 2ms, 2n, 2na, 2sd, 2t, 2ya, fjm, hwm, ytm
thm	tbm
haveâ	leaveâ
janiw	janic, janit, janiwa
irian	lrian
tilt	tilts
B5	A5
angu	amlgu, mangu, rangu, ungu, wangu, yangu, zangu
passe	passif, passt
1997a	1997b
didi	dodi, tidi
niha	diha
vha	vhe
shorten	shortens
alak	alah, alal, alap, alaq, alik, awak, palak
l33	b33, bi33, bu33, d33, di33, dz33, g33, gu33, h33, k33, ku33, kw33, lu33, m33, mi33, mu33, n33, ni33, p33, pi33, pu33, qw33, s33, t33, ti33, ts33, tu33, tw33, u33, v33, w33, y33, yi33, z33
hile	hite
beng	bendi, blang, kheng, tieng
pastor	pastors
wangka	wangga, yangka
ifâ	irrâ
subcategorization	subcategorisation
buli	bugi, bungi, buni, bunyi, buthi, guli
hdi	higi, hlai, xdi
braid	braids
pano	atano
ght	gct, ught, wht
puni	pini, punga, punu
belait	balait
nila	ninda
disambiguate	disambiguates
objec	objcc, objeci, objecl, objeet, objeot, subjec
loka	moka
chao	shao, zhao
filter	filters
suma	zuma
reâ	ceâ, jeâ, keâ, leâ, peâ, rcâ, rer, riâ, roâ, ruâ, seâ, veâ
mekeo	mekens
0s	0b, 0d, 0g, 0i, 0j, 0p, 0r, 0t, nfs
dost	didst, doest
INTERROGATIVE	INTERROGATIVES
haan	vaan, zwaan
asta	apta, assa, astan, asti, basta, hasta, kasta, mista
asterisk	asterisks
cust	frust, oust
tahi	fahi, pahi, taho, tamai, tehi, vahi
kadu	sadu
22a	22b, 22c
FD	FGR, FUI, SUD
VOS	VOA, VXS
sunwar	sunuwar
MOL	MOLS
COMI	COMD, CONI
rog	liog, rogn
reka	leka, reke, renga, rkka
mpe	mepe
gore	gare, ghore, gole, goru
garland	garlands
mih	anih, dih, eih, hih, lih, mawh, mdh, mif, mip, miw, mjoh, muh, niih, phih, pih
mbili	mbizi
pli	plaj, plau, plim, plin, plis, plt, plys, sli
desc	descr
monophthongs	monophthongal
camc	cams
cell	cells
3poss	3pposs, 3ross, 3sposs, iposs, lposs, lsposs
pepe	pehe, pene
lasi	lahi
toda	todas
ña	jwa, mka, ñe, ñi, ño, ñoj
mwi	amwi, apwi, bwi, mgi, mwaa, ngwi, pwi, rnwi
COR	CORJ
asiba	ashiba
CIS	CAS, CESS
mask	masks
8o	8f, 8g, 8ii, 8j, 8l, 8n, 8oo, euo, gco, gso, oao, qeo
c6	cbi, cbl, cbt, ccj, ccp, cdo, cff, cgo, chb, chj, cjt, clh, clj, clr, cmc, coj, ph6, th6
tane	mwane, tase
lari	dhari
soy	loy, soj, soya, suy
reo	cheo, refo, rero, ropo
omen	omens
iat	ias, imt, irat, itat, iut
hec	hac, haec, harc, hek, hep, hic, mec, yec
soot	sooty
criticism	criticisms
pye	fye, jiye, maye, mye, pyi, siye, taye, xye
1976a	1976b, 1976c, 197la
alexandra	alejandra
dpâ	disâ, durâ, lpâ, topâ
3sgf	3sgm
gora	ghora, goru
kapu	kabu, napu, wapu
bú	dú, ndú, zú
abar	andar, azar
tray	trays
uighur	uyghur
yue	xue, yuan
doa	aloa, defa, doba, doco, dogu, doho, dork, doro, doyo
WOJ	EOJ
zou	mhou
tema	lema, tela, teme, tenia, teta
PST2	PAST2, PSTO
l4	c4, f4, lcl, lfl, llc, llf, llj, llv, r4
gamo	gabo, gamu, gando
vay	vah
transitivizing	transitivising
ellipsed	ellipted
huan	huana, huin, hwan, ihuan
mand	gand, mans, mond
daar	jaar
dene	dere
limiter	limiters
tiene	tienen
deg	breg, ceg, dees, degp, deis, jeg, keg
gij	dij, wij
dudu	dumu, sudu
inquire	enquire, inquired, inquires
gogo	godo, goho, golo, gono, kogo
bade	bane, bate, gade
niki	miki, nici, nihi, nike, nimmi, noki
intro	introd
programme	programmes
bec	bcc
uwe	iwe, nawe, niwe, nuwe, tiwe, towe, tuwe, uhe, uwak, uwii, uwo, uye, wawe, yowe
substantivized	substantivised
dusk	dusky
prehistory	prehistoric
taan	caan, chaan, laan, taah, taani, taar, taas, xaan
utilized	utilised
fis	feas, fes, fiks, fim, fip, fiss, fos
berg	berge
indica	indicat
coil	coils
kru	vru
decoration	decorations
expr	expre
meg	geg, jeg, keg, meb, merj
karri	jarri, karru, nmarri, warri, yarri
ude	edde, kude, nade, rde, uate, uded, udes, udt, uge, umne, unie
urk	urkc, urll
approximation	approximations
liw	iiw, laaw, liil, liiw, tiw
inï	conï, infi
academia	academica
standardized	standardised
liy	biy, iiy, siy, wiy, yiy
heir	heirs, iheir
koryak	koryaks
limb	limbs
kimberley	kimberleys
v2	c2, cv2, j2, k2, ni2, tv2, vcc, vco, vll, vpa, vpi, vpl, vsc, vst, vvc, vvv, vx, vz, x2, y2
R3	K3, RK, W3
helper	helpers
yabu	mabu, yabe, yaru
iwo	cwo, icio, iwe, lwo, owo, rwo
toho	moho, taho, tiho, toha, tohon, tohu
elem	plem
tour	jour, tours
sesame	sesamum
yï	aiï, amï, arï, asï, biï, bï, cï, fï, gï, ilï, isï, itï, jï, kiï, kuï, kï, lï, miï, mï, naï, nyï, rï, shï, teï, waï, wï, yoï, zï
yea	yixa
MX	HX, KX
halt	halts
pcl	pll, plrl, prl
3T	3RT, 3TI, 3TT, 3W, FTT, JIT, JTT, RTT, STT, TFT, THT, TIT, TJT, TRT, TTT, WTT, XT
nty	ndy, ntj, ntk, ntsh, ntt, rty
dll	dill, ditl, dlf, dtl, hlll, jll, mll, nill, tlll, wll
vano	fano, mbano, thano, vanai, vani
oman	amman, omani, yaman
strap	straps
àn	àb, àj, àk, àl, àm, àp, àr, àt
kiti	kidi, kiini, kitih, kivi, shiti
estar	estaba
chay	chav
prompt	prompts
spectrogram	spectrograms
aå	baå, boå, caå, cuå, diå, doå, eå, iå, jaå, kaå, koå, kuå, maå, miå, moå, muå, naå, neå, niå, nuå, oå, paå, raå, roå, saå, soå, suå, taå, teå, toå, tuå, uå, waå
grate	grater
bodi	dodi
hada	haada, hadd, halla, hatta, hdda
ée	éc, éen, éi, éj, ék
cud	cug
tæ	diæ, hæ, jæ, kæ, mæ, næ, pæ, ræ, sæ, tsæ, wæ, yæ
moreno	morono
affirmation	affirmations
nega	negat
tila	tela, tinta
feared	reared
sne	sno, soge, xne
ADJR	ADJL, ADJZ, ADVR, ADVZR
implement	implements
manna	mannam, mannu
fri	fli, frii, frm, frn
23a	23b, 23c
1sgnom	isgnom, lsgnom
fmal	flnal, ftnal
jot	jiet, jjit, jol, joot, jop, jut
denied	denies
kard	karde, kerd, kird, mard, ovard
lus	ius, luch, luh, luil
lire	afire
becom	becam, becomc, becone
altar	altars
seta	seima, seja, sela, sesa, setaj, setal, setb, sete, setin, seya
r55	am55, hu55, lu55, me55, ra55, raq5
purchase	purchased, purchaser
seg	geg, jeg, segm, sett
anà	adà, akà, amà, arà, asà, ayà
lue	luge, lulu, lumu, lusk
3se	3pe, 3si
amat	alat
baik	bayik
hoka	aoka, heaka, hoaka, hoda, hoika
E3	D3, EEE, ENE, F3, G3, K3
interface	interfaces
yami	ngami, nyami, wami
mè	hè, jè, mbè, ndè, wè
dale	dace, dave
N3	NCI, NGE, NIM, NP3, NPI, NPX, NX, W3, X3
grandma	grandpa
sheng	zheng
prisoner	prisoners
vale	vali
1_	1ft, 1nl, b_, c_, d_, f_, g_, j_, k_, l_, m_, n_, o_, p_, r_, s_, u_, v_, w_, x_, y_
ifa	idaa, ifu, ikpa, ilwa, ufa
patha	matha
3AUG	UAUG
deni	yeni
sensation	sensations
nisa	nifa, qisa
spine	spinal, spines
5i	5g, 5ii, 5ir, 5r, 5s, 5t, 5ti, fci, fmi, hfi, jci, jfi, lci, lfi, rfi, sfi, vji, wci, wti, yci
1INCL	DLINCL, PLINCL
pagi	pegi
nombre	nombres
thur	phur, thug, thun, thung, thup
relic	relics, relict
tami	taari, tammi, tanai
multitude	multitudes
rur	rir, rnir, roor, ryr
KÃ	AÃ, BÃ, DÃ, EÃ, FÃ, GÃ, HÃ, IÃ, JÃ, LÃ, MÃ, NÃ, OÃ, QÃ, RÃ, SÃ, TÃ, UÃ, VÃ, WÃ, XÃ, YÃ, ZÃ
dele	dalle, defe, dela, deli, delo, delt, dete
hli	hbi, hfi, hhi, hji, hlh, hlj, hll, hlo, hlp, hlti, hlu, hmi, hni, hri, hyi, jli, mli, nli, wli, yli
surinam	suriname
pate	pase, pato, pote
lga	giga, lrwa
correspondent	correspondents
baki	bakin, bati
langa	blanga, danga, janga, langan, langga, nganga, wanga
cant	cance, icant
victim	victims
mede	dede, kede
ania	akia, anena, anini, mania
kumu	kumo
oen	gaen, otan
7in	7an, 7yan, jwin
tomba	tombi
zer	ezer, zein, zek, zem, zey, zor
asin	agin, apin, asen, asun, isin
glue	glued
dena	dema, dewa, duna, lena
realm	realms
disc	disco, discu
CONJUGATION	CONJUGATIONS
24a	24b, 24c
engine	engines
yol	jol, qol, ydl, yog, yor, yos, yow, yoy, ytl
malam	malem, mallam, mdlam
voyage	voyages
subcategorized	subcategorised
ASF	ASR
centralized	centralised
thoy	thay, thcy, theyy, thoae, thoee, thoro, thosc, thoso, thry, thsy, thty
teil	teilt
ró	bó, dzó, fó, jó, pó, shó
lsi	lfi, lsl, lxi
syntagm	syntaga, syntagma, syntagn
fang	feng, guang, jiang, kuang, kwang, liang, shang, thang, zang
elu	elua, elue, enau, engu, helu, melu, nolu
2B	2C, 2D, 2G, 2NS, 2O
wedge	sledge
kuno	wuno
12th	1oth
dev	dest, deve, devo
naba	yaba
inactive	nonactive
lagoon	lagoons
CHART	CHARTS
PRM	PROM
sata	cata, sada, saha, sati, satta, sitta, suta
untuk	bentuk
rto	fto, jto, llto, lto, rlo, rtc, rtn, rtr, wto
S5	C5, D5, J5, L5, P5, Q5, T5, X5
gata	gafa, gaha, gasa, gati
malaria	malarial
maca	manka, manta, mapa, naca
shc	sbc, shej
syntagmeme	syntagmemes
SGM	SGF
tshi	tshe, tshik, tsho, tshu
rma	rba, rca, rha, rmal, rmb, rmc, rme, rmo, rya
thong	shong, thang, thung, tsong
halmahera	halmaheran
stake	stakes
alam	alab, alah, alat, alim
igana	iganda
beggar	begger
eji	eeji, eje, ejo, ezi, neji, teji, yeji
vini	vani, veni, visi
insist	insists
shrine	shrines
ªï	adï, amï, arï, asï, atï, ayï, baï, biï, buï, bï, erï, etï, fï, idï, ilï, ipï, itï, jï, kaï, keï, kiï, koï, kuï, maï, miï, moï, muï, mï, naï, ndï, niï, noï, ntï, oiï, paï, peï, piï, poï, puï, raï, rï, siï, sï, teï, tiï, uï, yaï, yoï, yrï, ªa, ªi, ªo
siwa	niwa, ziwa
tud	thd, tund
ipu	iaku, opu, papu, upu
initiate	initiates
qha	qhb, qhe, qho, qhs, qhu, yha
4i	4j, 4t, fji, jfi, lfi, lri, vji
gulu	gubu, guju, guli, gulo, gundu, gunu, guyu, julu
verbalizing	verbalising
pairing	pairings
upi	hupi, inpi, kipi, mipi, pupi, upe, upo, upu, uwai, yapi
neq	lleq, meq, narq, negh, neqa, niaq, niq, teq, yeq
atr	anr, retr
sona	liona, sarna, sena, sola, soni, suna
bach	bosch
compete	competed
macrorole	macroroles
wic	awic, widn, wiic, wilk, wiy, yic
3C	3Y, IOC
eir	efor, eigh
eia	geia, oia, teia
enclose	encloses, inclose
dsc	dspf
chia	chiao, chih, ching, chit
unanalyzable	unanalysable
nij	nif, niii, niim, nint, nirn, nnj, nuj, uij
CSY	CAY
softly	swiftly
disagree	disagreed, disagrees
pera	pora
iiii	iiia, iiid, iiiii, iiiil, iiil, iiiu, iiti, iitii, ilii, itii, tiii
feb	fyb
UC	CIC, IIC, MAC, MIC, SAC, TOC, UCP, UE, UPF, UY, XC, YC
re1	reas, ref1, relr
cali	cala, cald
inin	anin, ihin, ikin, imin, inen
oci	eci, nici, ochu, oco, peci, uci
zoq	omoq, zeq, zodi
incident	incidents
coalesce	coalesced, coalesces
mall	aaall, amall, lall, pall
hamlet	hamlets
daha	dasa, dava
i8	c8, d8, e8, icd, idc, ifh, ifr, iio, iln, ilr, ilw, ioo, isr, itf, itm, m8, o8, r8, u8
tatar	tatars
gls	glp, guys
sev	aev, seve, surv
ticket	tickets
spr	appr, opr, rpr, swr
taos	talcs
frontier	frontiers
kade	kadan, kambe, kase, kede
GIVE	DRIVE
spirantization	spirantisation
h1883a	h1883b, hi883a
init	initi
allo	alio, allom, allop
ees	eeb, eec, eeg, eeh, eek, eem, eeno, eer, eera, eeri, eesa, eesi
violent	violence
concentrate	concentrates
harder	hardest
thn	thcr, thf, thg, thh, thot, tln
maja	kaja
hpl	cmpl
³³	a³, do³, du³, i³, jo³, k³, o³, pa³, sa³, si³, so³, s³, te³, ti³, to³, ts³, tu³, t³
surat	sulat
SQ	OQ, SBV, SER, SSS, STM, STR, SUD, SWR
teaches	preaches
yq	hq, kq, wq, ybl, yni, ysi, ytn, ywa, yx, yyx, zq
prono	pronon, pronou
lev	iev, lec, leve
mein	dein, meim, meine
dialetto	dialetti
tennet	tcnnet
tono	fono, pono, tonea
QR	QD, QH, QJD, QL, QRZ, WRR
determinant	determinants
reprint	reprints
deb	beb, daob, dob, doub, leb
21a	21b
kiu	giu, keku, kiaa, kian, kimu, qiu
1du	1dl, ldu
lila	hila, kaila, lola
araw	arak, aral, araq, aray, aruw, iraw
sente	senten
hó	bó, ghó, jó, kaó, khó, mó, nó, pó, shó, taó, thó, yaó, zó
neki	nahki, neci, nefi, neka, nekt, nemi, neni, nequi, teki
TAG	ETAG, PRAG
doh	deih, dih, dop, duh, goh, khoh, roh, soh, thoh
9i	9g, 9h, 9k, 9l, 9u, hfi, lfi, tgi, vji, xwi, yli
adopting	adapting
NOMZ	NOMZR
15th	1oth
HIM	HIS
uun	tuun, uuk, uut
masu	dasu, itasu, kasu, masen, yasu
contradict	contradicts
intermarriage	intermarriages
sulu	sula, suluh
evi	ebi, efi, egi, enai, enti, essi, euri
sre	hre, lre, spre, srey, srj, sro
niw	giw, niih, tiw
peta	pinta
FAC	FACS
noma	doma, nona
papiamentu	papiamento
surname	surnames
shs	shm
yip	yich
soften	softens
nian	lian, naran, niang, sian
sitâ	singâ, waitâ
mipela	tripela
P4	C4, K4, O4, PHI, PTI, S4, ST4
anya	anha, anyan, anyo, anyu, inya, nnya
suh	shoh, soh
bookâ	booksâ
ambe	amban, embe, imbe, simbe, yembe
kán	kák, kál, kám, kár, lán, nán, pán, sán, tán, wán, yán
mote	gote, matte, mope
wail	wails
ubj	abj, iobj, ubje, uhj
fanakalo	fanagalo
wring	wrung
crime	crimes
ggr	hngr, ngr, rcgr, rmgr, xgr, ygr
mucus	mucous
similative	similitive, simulative
digit	digits
odor	odour
anywa	anyva
analyzable	analysable
paru	faru, puru
3RD	3RO
baro	bado, saro
loca	locat
recognizes	recognises
hoan	thoan
align	aligns
therein	thereon
bagi	bagai, bage
kand	gand, khand, kund
QUES	QUEST
1994a	1994b
fade	faded, fades
taman	tahan, tamat, tuman
mox	bbox, jox, kox, moxk, moxm, moxn, mux, nox, sox
hymn	hymns
wagon	waggon, wagons
OVS	OVA
colombia	colombian
hena	heka, hene, heta
pima	piman
kune	kube, mune
moc	boc, koc, moci
27a	27b, 27c
karra	jarra, karnta, karru, tharra
olgeta	olgeia, ologeta
MOT	FOT, MOM, MOV
IMPS	IMPN
bung	boong, gung, wung
permutation	permutations
pans	cans, mans, packs, pails, parls
wunu	wulu, wurru
cad	catl, cdd, cid, cind
yup	lup, yupi
terminate	terminates
inap	sanap
ngen	ngeh, ngela, nget
ngge	nage, ngone
denominative	denominatives
umk	urnk
meke	meki, mese, neke, teke
owi	cwi, ewi, lowi, nowi, otii, owin, ows, owu, oyi, towi, uwi
minu	cinu, hinu
RFLX	REFLX
stn	ltn, rtn, scn, sln, stf, stj, stl, stou, stt
metre	metres
26a	26b, 26c
rac	arac, xac
colon	colons
euchee	euchees
lass	elass, olass
tence	ntence, tences
tigi	bigi, digi, jigi, ligi
paki	faki, paku, panei, panhi, poki, raki
interchange	interchanges
TONE	TONAL, TONES
hairy	haired
olson	olsen
buga	balga, buma, bunda
gill	gills, gull
EVENT	EVENTS
tori	dori, nori, rori, tokei, tosi
l5	lcl, lfl, llj, llv
tate	tabe, taque, tase, tatai, tatte
moth	moths
seminar	seminars
daya	raya, upaya
unm	unre
ying	ating, bing, ching, cing, cting, iing, ining, jing, lling, lving, nting, tring, ving, xing, zing
emek	nmek, nwmek, wmek
ANI	ANY, ATI
pronominalization	pronominalisation
MÂ	BÂ, DÂ, FÂ, HÂ, IIÂ, IOÂ, IUÂ, KÂ, LÂ, MII, OÂ, UÂ, WÂ, YÂ
itiv	activ, ativ, cativ, ctiv, rativ, sativ, sitiv, tativ
biti	bisi
thnt	lhnt, tbnt, thllt, thnl, thot, thst, thut, tlint, whnt
fasi	faafi, faasi, rasi
tant	ayant
cih	cihi, cuh, eih, kaih, niih, pih
mekim	bekim, makim, mekem
canon	canons
MARKER	MARKED
ynt	ynka
gabi	galki, garri, yabi
l7	lbl, lfl, ljl, llc, llj, llv, lvl
tasol	iasol
indep	indepe
jik	ibik, jiin, jiw, liik, yiik
stack	stacks
gus	gub, guc, gug, guse, guz
nisi	niso, tisi
jazyka	iazyka, jazykax, jazyke, jazykov, yazyka
padre	madre, padres
neighborhood	neighbourhood
phra	pbra, phras, phrn, phrue
barrier	barriers
reï	preï
verbâ	verbb, verbsâ
yod	yodh
loot	lood, toot
4â	4fe, 4j, 4l, cfâ, fcâ, ffâ, flâ, fpâ, ijâ, ilâ, ioâ, ivâ, jlâ, jvâ, mdâ, mrâ, nnâ, rpâ, rrâ, rsâ, srâ, tfâ, ujâ, urâ, uuâ, uvâ, viâ
thak	chak, phak, thaki, thek, thik, thok
oai	ajai, eai, fiai, oane
anj	anf, anll, anr, enj, lnj, unj
kanag	janag, kanaga, kapag
tula	tuli, tunga, tusa, tuya
recite	recited
ngoh	ngdh, ngih
repr	recor
1k	1h, 1j, 1le, 1li, 1ll, 1q, 1tt, 1w, idk, lsk, ltk, nck, rjk, tjk
XXII	XLII, XLIII, XLVII, XXIII, XXIV, XXIX, XXVI, XXVII, XXXI, XXXII, XXXVI
isk	esk, hsk, irtk, isz, itk, iwk, iyk
rle	arle, rlke
solve	solves
puede	pueden, puedes, puedo
luc	luce, lunt
gale	galan, gane, gile
CNV	CNTV
ân	âh, âq
toku	hoku, noku
ASM	CSM
GIV	PIV
jiya	dhiya
nguru	ngunhu, ngura, ngurnu, ngurra
afe	afo, afu, efe, fefe, kofe, ofe, yafe
bita	biba, bida, biia
25a	25b, 25c
vun	vum, vus
vcl	ncl
diese	diesem, diesen, dieser, dieses
YES	VES
tukano	tucano
koli	kobi, koti
INFLECTION	INFLECTIONS
rack	racks
teller	tellers
inja	anja, injn, inya, tinja
libro	libri, libros, libru, livro
tubu	subu, timbu, tumbu, tumpu, tuvu
lira	ikira
1998a	1998b
acp	rcp
nø	amø, gø, hø, lø, mø, rø, sø, tø, vø
atsi	atsf, itsi, ntsi, otsi
chaw	chaa, chaan, chaj, chav, chiw
amas	agas, amak, amus, emas
bule	bushe
twig	twigs
D7	A7, B7, C7, G7, K7, M7, N7
rarer	ralher
oir	ohor, oic, oind, omr
DAY	DAYS, WAY
muhammad	mohammad, muhammed
aih	alh, oih, taih, tsih, zih
kissed	kisses
pluralization	pluralisation
diarrhea	diarrhoea
a11	al1, c11, i11
wea	oea, weo, wett, woa, wota
tawi	mawi, nawi, towi, yawi
aran	adan, aral, arin, asan
meter	meters
viro	vairo
nange	nenge
lawâ	lawsâ
txi	atxi, kaxi, pexi, txa, txu, txya
prenasalization	prenasalisation
wate	watcr, watei, wator, wete
lux	luft
labiovelar	labialvelar, labiovelars
MAKE	SHAKE, WAKE
texte	texten, textes
rtic	artic, litic, rticu, rtie
amara	amana
INTNS	INTNSF
austria	austrian
parcel	parcels
wiri	wigi, wini, wira, wirru, wirtu, yiri
tafi	tafo
haste	hasten, hasty
horseâ	horsesâ
MAP	MAPS
demographic	demographics
aæ	daæ, duæ, eæ, gaæ, goæ, koæ, loæ, muæ, naæ, noæ, næ, taæ, toæ, tuæ, woæ, yaæ
gho	bho, geyo, ggo, ghau, ghi
ilar	milar
mère	mènne, mèra
paca	pacas, pacu
lnf	lmpf, lpf
VAL	MAL
realizes	realises
atical	matical
HIT	EXIT, WAIT
2du	2dl, ldu
postalveolar	postalveolars
andre	andra, andri
risk	risks
nln	eln, iln, nbn, ncn, nfn, nitn, nlfi, nlgx, nlm, nlq, nlt, nsn, ntn, wln, yln
npo	npb, npc, npd, npi, npio, npj, npn
etz	matz, mitz
lisa	elisa, liisa
cip	cep, cib, cie, cise, ciu
graph	graphs
relies	relied
woy	goy, noy, wiiy, wod, woyo
qualificative	qualificatives
I11	IA1, II1, V11
descendant	descendent
beri	beli, beres, bori
jalan	dalan, djalan, jalang
sos	deos, eos, fos, sass, sott, sov, suos
unc	conc, sinc, undc, unle, unp
rasa	puasa, raso
dumi	khumi
NCLS	PCLS
jaâ	ahaâ, akaâ, awaâ, enaâ, jeâ, jiâ, joâ, juâ, kwaâ, qaâ, tsaâ, xaâ
28a	28b, 28c
ilan	ilaan, talan, ulan
exhortation	exhortations
blown	flown
reh	kreh, peh, rawh
drama	dramas
shower	showers
mab	mamt, marf, mayl, meb
alta	alto
ORD	CARD, CRD, ORO
stm	slm, ssm, stf, stv
sug	gug, suy, suz
ithout	vithout
mots	moins
kopi	kopra, sopi
bubble	bubbles
nant	nants, nment, onant
bein	rein
palo	paso, pelo, pollo
nzi	hizi, mizi, nali, ndzi, nza, nzo, onzi
alk	ahk, alh, alow, alx, ank, ayk, rlk, tlk, wilk
rere	repe, rera
mund	munds
earthen	earthern
2003a	2003b, 2003c
madam	madame, maryam
thatn	thatnv
DW	DG, DQD, DQH, DUD, DZD, EXW, HVW, KDW, QRW, RXW
fay	bway, fain, farn
neta	nepa, nete
